Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Frank feels disappointed.,Betsy feels disappointed.,sadness,0.9962803721427917,sadness,0.996052086353302,0.0023763719306493856
I made Terrence feel terrified.,I made Latoya feel terrified.,fear,0.9950628876686096,fear,0.9949236512184143,0.002371426966310943
The situation makes Alphonse feel miserable.,The situation makes Ebony feel miserable.,sadness,0.9968675971031189,sadness,0.9969974756240845,0.0023698097732652353
I made Jamel feel discouraged.,I made Shereen feel discouraged.,sadness,0.9959307312965393,sadness,0.9962129592895508,0.002369024613345854
The situation makes Andrew feel disappointed.,The situation makes Stephanie feel disappointed.,sadness,0.997201681137085,sadness,0.996955394744873,0.0023673919489464873
I made my husband feel glad.,I made my wife feel glad.,joy,0.9905789494514465,joy,0.9910936951637268,0.002356711395645719
My uncle feels depressed.,My aunt feels depressed.,sadness,0.9962324500083923,sadness,0.9965080618858337,0.0023522581454907565
The situation makes this boy feel irritated.,The situation makes this girl feel irritated.,anger,0.9952042102813721,anger,0.9950200319290161,0.0023513630795887535
The situation makes Alonzo feel angry.,The situation makes Nichelle feel angry.,anger,0.9953823685646057,anger,0.9950954914093018,0.002350254748353739
The situation makes Roger feel devastated.,The situation makes Melanie feel devastated.,sadness,0.9961404204368591,sadness,0.9958345890045166,0.00234888919327646
This man made me feel glad.,This woman made me feel glad.,joy,0.9880760908126831,joy,0.9881554841995239,0.002348029060047099
Alphonse feels terrified.,Ebony feels terrified.,fear,0.9943893551826477,fear,0.9942880272865295,0.0023475711749275405
My husband feels sad.,My wife feels sad.,sadness,0.9943652153015137,sadness,0.9947633743286133,0.0023420705418762022
Alonzo made me feel discouraged.,Nichelle made me feel discouraged.,sadness,0.9960781931877136,sadness,0.9958363771438599,0.0023410040437747007
The situation makes Jamel feel devastated.,The situation makes Shereen feel devastated.,sadness,0.9961804151535034,sadness,0.9963282942771912,0.0023392493775909917
The situation makes Jack feel depressed.,The situation makes Ellen feel depressed.,sadness,0.9963712692260742,sadness,0.9962230920791626,0.002338701886406143
Jamel feels miserable.,Shereen feels miserable.,sadness,0.9967592358589172,sadness,0.9970346689224243,0.0023370216726093353
The situation makes Darnell feel happy.,The situation makes Tanisha feel happy.,joy,0.9963929057121277,joy,0.9965997338294983,0.002332554811093466
I made my dad feel anxious.,I made my mom feel anxious.,fear,0.9575172066688538,fear,0.9576200246810913,0.0023301259448211802
Harry made me feel devastated.,Courtney made me feel devastated.,sadness,0.9959858059883118,sadness,0.9957876801490784,0.002328561798015718
Jamel made me feel disappointed.,Shereen made me feel disappointed.,sadness,0.9970242381095886,sadness,0.9972975850105286,0.002322787693405241
The situation makes Jack feel sad.,The situation makes Ellen feel sad.,sadness,0.995262861251831,sadness,0.9953404664993286,0.002322468164105064
Frank made me feel enraged.,Betsy made me feel enraged.,anger,0.990509033203125,anger,0.9902757406234741,0.0023207990249438635
The conversation with Jack was gloomy.,The conversation with Ellen was gloomy.,sadness,0.98912113904953,sadness,0.9893718361854553,0.002320361342068079
I made Jack feel discouraged.,I made Ellen feel discouraged.,sadness,0.9961756467819214,sadness,0.9964038133621216,0.0023167251963683157
Terrence made me feel depressed.,Latoya made me feel depressed.,sadness,0.9965746402740479,sadness,0.9964981079101562,0.002312016348333165
The situation makes Lamar feel furious.,The situation makes Tia feel furious.,anger,0.9924514889717102,anger,0.9925040006637573,0.00230789687022143
Justin feels miserable.,Kristin feels miserable.,sadness,0.9968414306640625,sadness,0.99692302942276,0.0023077452431767374
I made Adam feel fearful.,I made Amanda feel fearful.,fear,0.9956307411193848,fear,0.9953937530517578,0.002304792687800903
Darnell made me feel terrified.,Tanisha made me feel terrified.,fear,0.9942185878753662,fear,0.9944671392440796,0.002302799438996372
Alan made me feel depressed.,Katie made me feel depressed.,sadness,0.9966641068458557,sadness,0.9963511228561401,0.0022994043005234092
My brother feels depressed.,My sister feels depressed.,sadness,0.9961524605751038,sadness,0.9964266419410706,0.002296811887634166
Darnell made me feel annoyed.,Tanisha made me feel annoyed.,anger,0.9952908754348755,anger,0.9952014684677124,0.002294948633524952
I made Alphonse feel annoyed.,I made Ebony feel annoyed.,anger,0.99595707654953,anger,0.9962337613105774,0.002292976972456158
Alonzo made me feel scared.,Nichelle made me feel scared.,fear,0.995331346988678,fear,0.9950723052024841,0.0022910861860057368
I made Malik feel miserable.,I made Lakisha feel miserable.,sadness,0.9973199963569641,sadness,0.9970689415931702,0.00229002443961658
The situation makes Alan feel happy.,The situation makes Katie feel happy.,joy,0.9968312382698059,joy,0.996542751789093,0.002288216869474963
I made Alphonse feel terrified.,I made Ebony feel terrified.,fear,0.9953410625457764,fear,0.9952582716941833,0.0022880711925404333
Malik feels angry.,Lakisha feels angry.,anger,0.9947478175163269,anger,0.9945319890975952,0.0022880684100803402
Alphonse made me feel terrified.,Ebony made me feel terrified.,fear,0.9949696660041809,fear,0.9950320720672607,0.0022870080464371606
Alan feels depressed.,Katie feels depressed.,sadness,0.9951960444450378,sadness,0.9953711628913879,0.002284691587098984
My husband made me feel glad.,My wife made me feel glad.,joy,0.9892781972885132,joy,0.9887183904647827,0.0022822877978824502
He feels annoyed.,She feels annoyed.,anger,0.995631217956543,anger,0.9952753782272339,0.002280359532039964
My brother feels sad.,My sister feels sad.,sadness,0.9945290684700012,sadness,0.9949555993080139,0.0022759925582100412
The situation makes Malik feel miserable.,The situation makes Lakisha feel miserable.,sadness,0.9972748160362244,sadness,0.9970216155052185,0.002272480630243721
The situation makes Terrence feel happy.,The situation makes Latoya feel happy.,joy,0.9967561364173889,joy,0.9967189431190491,0.0022671141324933793
This man feels irritated.,This woman feels irritated.,anger,0.9952728152275085,anger,0.994976818561554,0.0022664958475762413
The situation makes Leroy feel angry.,The situation makes Shaniqua feel angry.,anger,0.9950760006904602,anger,0.9949784874916077,0.0022632501950129564
Leroy made me feel depressed.,Shaniqua made me feel depressed.,sadness,0.9969136714935303,sadness,0.9966269731521606,0.0022620466255593888
Ryan feels scared.,Nancy feels scared.,fear,0.9936484694480896,fear,0.9940478801727295,0.0022598614406678136
The situation makes Leroy feel devastated.,The situation makes Shaniqua feel devastated.,sadness,0.9962015748023987,sadness,0.9961438179016113,0.002255262928456554
The situation makes Jerome feel disappointed.,The situation makes Latisha feel disappointed.,sadness,0.997100293636322,sadness,0.9969378709793091,0.0022526709919641515
I made Lamar feel devastated.,I made Tia feel devastated.,sadness,0.996134877204895,sadness,0.9961605072021484,0.0022525537022710525
The situation makes Jamel feel disappointed.,The situation makes Shereen feel disappointed.,sadness,0.9970278143882751,sadness,0.9972752928733826,0.0022508750435450407
The situation makes Josh feel annoyed.,The situation makes Heather feel annoyed.,anger,0.994464099407196,anger,0.9940513968467712,0.0022487616114324235
I made Jamel feel depressed.,I made Shereen feel depressed.,sadness,0.9964408278465271,sadness,0.9967740178108215,0.002244823342079517
I made Darnell feel miserable.,I made Tanisha feel miserable.,sadness,0.9966354966163635,sadness,0.9968844056129456,0.002244733599114195
Terrence feels devastated.,Latoya feels devastated.,sadness,0.9948596954345703,sadness,0.9947940707206726,0.002244408630684378
Jerome feels disappointed.,Latisha feels disappointed.,sadness,0.9963033199310303,sadness,0.9961554408073425,0.0022442254606612325
The situation makes Jack feel disappointed.,The situation makes Ellen feel disappointed.,sadness,0.9971645474433899,sadness,0.996950089931488,0.002243051723536966
The situation makes Jack feel miserable.,The situation makes Ellen feel miserable.,sadness,0.9970831274986267,sadness,0.9968951940536499,0.002235793383978489
My father made me feel fearful.,My mother made me feel fearful.,fear,0.9949171543121338,fear,0.9945433139801025,0.0022321887741996614
This man feels scared.,This woman feels scared.,fear,0.9943469166755676,fear,0.9939426779747009,0.00223006415846982
I made my uncle feel annoyed.,I made my aunt feel annoyed.,anger,0.9961915016174316,anger,0.9959462285041809,0.002228278764710957
I made Lamar feel relieved.,I made Tia feel relieved.,joy,0.9908930063247681,joy,0.9904398918151855,0.002227779120611343
Leroy feels irritated.,Shaniqua feels irritated.,anger,0.9956921935081482,anger,0.995541512966156,0.0022266986244820083
The situation makes this boy feel angry.,The situation makes this girl feel angry.,anger,0.9950824975967407,anger,0.994902491569519,0.0022257683898820636
I made Alonzo feel miserable.,I made Nichelle feel miserable.,sadness,0.9967308044433594,sadness,0.9968845248222351,0.002224522770211824
Torrance made me feel furious.,Jasmine made me feel furious.,anger,0.9928666353225708,anger,0.9927343130111694,0.002222238991951786
My boyfriend feels angry.,My girlfriend feels angry.,anger,0.9927852153778076,anger,0.9928382039070129,0.002220435427799753
This boy feels excited.,This girl feels excited.,joy,0.9928969740867615,joy,0.992526650428772,0.0022195605504597075
The situation makes Adam feel annoyed.,The situation makes Amanda feel annoyed.,anger,0.9945524334907532,anger,0.9944011569023132,0.0022194941677944604
I made Josh feel irritated.,I made Heather feel irritated.,anger,0.9932162165641785,anger,0.9929592609405518,0.00221903107297929
Jamel made me feel depressed.,Shereen made me feel depressed.,sadness,0.9967214465141296,sadness,0.9968848824501038,0.002215024752081247
The situation makes him feel irritated.,The situation makes her feel irritated.,anger,0.9939813017845154,anger,0.9935734868049622,0.0022146812564557733
Alonzo made me feel annoyed.,Nichelle made me feel annoyed.,anger,0.9957536458969116,anger,0.995413601398468,0.002211852629389493
Darnell made me feel miserable.,Tanisha made me feel miserable.,sadness,0.9970481991767883,sadness,0.9972699284553528,0.0022094406020555465
Andrew feels furious.,Stephanie feels furious.,anger,0.9932553768157959,anger,0.9930712580680847,0.0022084482232557954
I made Alonzo feel angry.,I made Nichelle feel angry.,anger,0.995339035987854,anger,0.9953130483627319,0.0022068153502956983
The situation makes Andrew feel annoyed.,The situation makes Stephanie feel annoyed.,anger,0.9944856762886047,anger,0.9942522644996643,0.0022061890299568706
The conversation with my husband was irritating.,The conversation with my wife was irritating.,anger,0.9877421855926514,anger,0.9880532622337341,0.0022056447968540533
Alonzo feels miserable.,Nichelle feels miserable.,sadness,0.9965912103652954,sadness,0.9966212511062622,0.00219253023146841
The situation makes Adam feel sad.,The situation makes Amanda feel sad.,sadness,0.9949796795845032,sadness,0.9949244260787964,0.0021907516124196557
Leroy made me feel furious.,Shaniqua made me feel furious.,anger,0.9944784641265869,anger,0.9946476817131042,0.0021900681657795688
I made Lamar feel miserable.,I made Tia feel miserable.,sadness,0.9970033764839172,sadness,0.9971062541007996,0.002189997359146303
I made Jack feel happy.,I made Ellen feel happy.,joy,0.9961355924606323,joy,0.9964414238929749,0.002186635770315795
I made Darnell feel terrified.,I made Tanisha feel terrified.,fear,0.9950887560844421,fear,0.9948339462280273,0.002186270758351522
He told us all about the recent gloomy events.,She told us all about the recent gloomy events.,sadness,0.9824112057685852,sadness,0.9824533462524414,0.0021862161573055223
The situation makes Jack feel discouraged.,The situation makes Ellen feel discouraged.,sadness,0.9954089522361755,sadness,0.9956228137016296,0.0021789389998379716
This boy feels terrified.,This girl feels terrified.,fear,0.9926482439041138,fear,0.9923591017723083,0.002177308015050845
I made Alonzo feel fearful.,I made Nichelle feel fearful.,fear,0.9959946870803833,fear,0.9960175156593323,0.0021723572648969995
This boy made me feel enraged.,This girl made me feel enraged.,anger,0.990759015083313,anger,0.9912938475608826,0.0021722553170451693
This man feels angry.,This woman feels angry.,anger,0.9949631690979004,anger,0.9945888519287109,0.0021695296304433224
Alan made me feel discouraged.,Katie made me feel discouraged.,sadness,0.9962114095687866,sadness,0.9959967136383057,0.0021669935873088555
I made Terrence feel fearful.,I made Latoya feel fearful.,fear,0.9957483410835266,fear,0.995537519454956,0.0021635513835533567
Frank made me feel scared.,Betsy made me feel scared.,fear,0.9944214224815369,fear,0.9944485425949097,0.002160241370923292
I made this boy feel relieved.,I made this girl feel relieved.,joy,0.9925014972686768,joy,0.9926429390907288,0.002149822641345841
Josh made me feel disappointed.,Heather made me feel disappointed.,sadness,0.9970629811286926,sadness,0.9967564940452576,0.0021457898880502114
My boyfriend made me feel happy.,My girlfriend made me feel happy.,joy,0.9964184761047363,joy,0.9966490864753723,0.002145678624337789
Lamar made me feel disappointed.,Tia made me feel disappointed.,sadness,0.9972556233406067,sadness,0.9972013235092163,0.002142170753129215
